Height	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	label
1105.64	128.407	133.563	180	180	173.187	165.163	2
1109.01	130.842	143.979	179.972	180	170.785	164.873	2
1076.06	140.006	149.591	179.972	179.972	168.466	164.309	2
1096.93	161.575	153.019	180	180	157.696	160.32	2
1099.23	154.764	166.521	180	180	158.607	157.591	2
1094.04	154.304	163.135	180	180	158.797	158.607	2
1088.62	155.888	165.699	179.972	179.972	159.021	154.733	2
1108.05	155.995	170.881	180	180	159.791	158.084	2
1093.42	153.456	163.941	179.972	180	160.336	156.613	2
1087.13	152.098	157.269	180	180	160.496	158.924	2
1093.86	153.569	165.372	180	180	162.138	155.974	2
1107.46	153.308	164.297	180	180	161.617	160.705	2
1147.29	152.491	165.254	180	180	165.407	159.013	2
1181.26	174.705	154.781	180	180	162.33	165.96	2
1125.89	163.427	143.866	180	180	158.703	162.182	2
1027.05	156.946	149.279	180	180	155.889	150.337	2
1086.76	107.906	128.281	180	180	163.453	156.929	2
1234.11	126.21	138.729	180	179.98	146.033	145.577	2
1329.65	118.338	131.644	179.972	179.972	143.962	142.785	2
1397.62	104.407	117.768	179.972	180	145.395	142.391	2
1326.3	96.9181	103.782	179.972	179.972	155.98	148.161	2
1349.9	100.33	117.166	180	180	158.713	148.527	2
1298.27	84.8984	82.0937	179.972	179.972	155.624	136.538	2
1243.19	63.9061	65.4578	180	179.972	160.199	134.769	2
1271.49	80.241	71.1211	180	180	160.752	142.564	2
1306.89	96.8105	101.787	180	180	159.477	148.695	2
1302.55	107.006	100.675	179.972	179.972	155.96	144.122	2
1300.36	127.11	113.887	179.972	179.972	153.816	144.46	2
1230	122.288	120.101	180	180	160.259	152.352	2
1199.02	121.554	115.648	180	180	160.053	151.792	2
1169.75	115.162	101.516	179.972	179.972	158.296	148.129	2
1204.76	107.987	88.8985	180	180	158.127	149.393	2
1230.77	114.243	97.7312	180	179.972	163.461	154.25	2
1231.13	129.365	148.545	180	179.972	169.169	162.633	2
1220.64	137.675	137.777	180	180	165.854	160.217	2
1242.2	134.636	116.028	179.972	179.972	158.66	152.517	2
1286.82	121.806	138.425	180	180	152.922	153.658	2
1331.87	144.641	177.49	180	179.972	147.919	144.523	2
1270.17	113.617	112.782	180	180	146.644	135.478	2
1278.85	117.871	105.107	180	179.96	147.043	138.074	2
1306.33	123.658	96.8756	180	180	152.756	141.775	2
1262.88	97.6809	98.9142	179.972	179.972	151.087	136.967	2
1285.08	96.5277	111.483	180	179.972	148.594	134.308	2
1293.85	91.3911	77.8068	180	180	152.367	138.653	2
1258.1	68.9101	58.0395	180	180	155.565	147.69	2
1310.07	99.2394	73.1375	180	179.972	147.966	139.985	2
1306.12	81.0705	69.8881	179.972	179.972	147.716	141.755	2
1311.13	75.9737	75.2515	180	180	151.542	143.869	2
1332.37	74.7524	81.1033	179.972	179.972	154.633	148.609	2
1341.32	76.7934	84.518	179.956	180	155.288	149.819	2
1378.25	107.167	70.4514	180	179.956	155.351	141.413	2
1326.92	83.8367	72.7628	180	180	154.21	135.57	2
1328.22	92.2314	69.3785	179.972	179.956	154.692	140.345	2
1329.38	91.2879	64.7927	180	180	157.464	142.447	2
1326.83	89.47	60.3506	179.972	179.972	159.164	147.551	2
1344.09	101.827	61.9254	180	180	159.643	150.351	2
1281.7	85.7039	65.137	180	180	157.675	144.664	2
1276.82	91.6917	69.9058	179.972	179.96	153.991	140.291	2
1275.55	92.9781	71.2947	180	179.96	154.091	139.62	2
1257.93	94.9799	77.9082	180	180	152.222	137.784	2
1272.49	118.729	83.8663	180	180	150.135	137.826	2
1266.35	117.886	84.9775	180	180	149.244	136.564	2
1225.77	95.9885	84.1369	180	179.96	149.386	133.998	2
1220.3	89.3253	83.536	179.96	179.96	149.953	143.177	2
1285.6	111.335	75.4562	179.972	179.972	151.4	143.165	2
1288.21	100.645	69.3484	180	180	153.057	146.19	2
1305.38	99.0046	71.0773	180	180	154.393	148.218	2
1362.7	78.5802	63.8003	180	180	153.756	151.836	2
1356.14	78.0586	73.8603	180	180	155.683	147.552	2
1418.86	100.329	77.5727	180	180	154.925	142.229	2
1418.74	95.7126	74.2815	180	180	154.259	141.022	2
1384.91	78.4246	71.8655	180	180	160.199	144.292	2
1407.68	91.0668	93.1125	179.972	179.972	156.824	147.678	2
1396.57	92.8641	80.5052	180	180	155.226	141.628	2
1381.35	84.0242	90.1972	179.966	180	152.966	140.125	2
1362.92	82.9168	74.9342	179.972	179.972	153.127	138.165	2
1409.98	120.393	71.6655	180	180	154.01	140.755	2
1383.84	91.6832	96.9218	180	179.972	153.921	149.56	2
1382.62	94.7823	83.6089	179.972	179.972	154.361	145.532	2
1381.45	92.669	83.6289	179.972	179.972	155.938	147.515	2
1383.26	79.8383	91.4538	179.972	179.972	157.959	153.811	2
1376.02	84.8066	68.4116	180	180	157.827	142.756	2
1398.01	75.8422	95.2896	179.972	179.972	157.804	153.211	2
1380.04	86.3563	70.2983	180	180	157.709	143.709	2
1409.01	79.9979	100.928	180	180	157.699	152.671	2
1390.04	87.5339	71.7227	180	180	158.065	144.534	2
1404.01	76.8251	95.5536	180	180	157.545	155.282	2
1387.54	78.7631	97.5724	180	179.972	155.732	153.593	2
1335.72	93.6768	73.2356	180	179.972	152.699	139.859	2
1294.74	85.866	76.5714	180	180	153.514	147.693	2
1278.52	101.922	70.0026	180	179.96	153.162	139.655	2
1259.66	93.0878	70.8092	180	180	152.969	137.46	2
1257.71	94.2653	73.6527	179.972	179.972	153.275	139.658	2
1249.63	99.2906	78.2107	179.96	180	151.901	139.433	2
1223.75	93.7297	82.242	179.972	179.972	149.666	135.049	2
1233.18	106.423	84.4252	179.98	179.98	148.926	135.865	2
1232	91.7763	77.1887	180	179.972	150.38	135.484	2
1280.28	79.7449	74.231	180	180	151.911	151.342	2
1472.07	153.81	139.079	137.36	180	169.462	142.383	2
1444.98	162.658	121.429	132.329	179.972	169.741	139.599	2
1447.04	162.633	122.27	133.193	179.972	169.31	140.14	2
1449.24	161.809	123.643	133.428	179.966	168.954	140.4	2
1449.52	160.257	124.346	135.114	180	168.174	141.132	2
1449.19	159.596	124.467	135.741	179.972	167.964	141.306	2
1450.72	159.953	126.064	134.935	179.966	167.967	141.023	2
1457.95	161.524	131.005	135.917	179.972	168.629	139.641	2
1462.36	162.126	133.691	136.826	179.972	168.986	138.983	2
1464.65	162.431	134.595	137.221	179.966	169.124	138.81	2
1465.94	162.611	133.498	137.365	179.972	169.308	138.91	2
1464.48	162.724	131.628	138.081	180	169.398	139.082	2
1452.24	166.073	124.803	139.545	179.966	168.973	139.374	2
1431.34	171.622	111.364	140.091	180	168.303	138.915	2
1417.71	169.057	102.32	139.404	179.972	167.888	138.527	2
1470.59	130.554	129.059	131.756	180	165.612	145.837	2
1476.42	100.591	137.148	131.172	179.972	164.2	153.182	2
1412.22	164.573	109.789	150.482	179.972	161.863	148.861	2
1405.97	168.5	104.767	162.626	180	161.265	149.976	2
1408.93	174.276	105.206	176.702	180	161.429	149.239	2
1403.39	168.759	110.416	173.941	179.966	159.564	140.015	2
1385.61	164.609	104.465	174.776	180	159.037	136.661	2
1387.47	160.615	105.002	165.16	179.972	159.743	134.006	2
1361.79	151.569	89.1811	75.9012	179.972	160.582	128.564	2
1330.01	154.691	74.93	87.983	179.972	160.897	124.592	2
1356.07	163.047	82.0915	75.3598	179.972	161.003	131.58	2
1360.47	161.752	82.8624	82.9093	179.972	161.671	136.914	2
1326.01	164.616	65.8416	82.015	180	163.214	130.253	2
1360.33	160.871	79.1689	81.7339	179.972	164.971	126.56	2
1318.39	160.295	56.3728	81.9393	180	165.856	120.575	2
1366.6	165.202	80.9635	71.2493	180	165.648	124.673	2
1434.73	138.615	123.986	59.6549	179.966	165.617	133.331	2
1447.92	121.602	130.951	55.4802	180	165.837	136.919	2
1375.79	109.248	100.089	63.9517	180	165.87	142.146	2
1386.85	159.761	120.236	180	179.972	162.157	158.916	2
1387.79	67.0121	62.9549	179.98	179.98	151.501	153.101	2
1415.07	101.086	74.5598	180	180	143.48	147.055	2
1453.9	68.1213	132.869	180	180	144.337	145.332	2
1548.96	92.3306	98.3832	180	180	142.637	114.092	2
1623.59	72.0768	97.6856	180	180	156.528	139.451	2
1625.28	83.298	74.2659	180	180	153.395	127.164	2
1671.55	143.112	102.09	180	180	137.404	140.928	2
1679.04	137.111	106.568	180	180	142.268	146.005	2
1646.04	132.272	90.8041	180	180	148.617	148.715	2
1583.99	78.2072	55.1098	180	180	153.039	144.006	2
1313.49	138.067	148.71	180	180	125.17	142.236	2
1361.07	143.111	159.23	180	180	127.842	141.725	2
1169.75	126.628	143.948	179.98	179.98	126.956	152.673	2
1263.67	124.061	145.847	180	180	123.727	146.696	2
1631.84	93.0006	88.0077	180	180	156.808	133.234	2
1585.09	100.692	94.892	180	180	145.931	119.425	2
1189.09	112.178	138.757	179.972	180	170.435	162.51	2
1276.39	150.599	157.533	179.98	179.98	167.16	164.335	2
1172.95	114.371	104.29	180	180	167.265	161.831	2
1205.31	166.651	168.096	180	180	160.072	162.138	2
1141.72	113.721	114.249	180	180	150.142	169.855	2
1193.63	111.027	102.884	180	180	150.505	148.364	2
1290.92	149.918	141.49	180	180	147.348	145.851	2
1284.35	121.037	86.8335	180	179.972	156.716	142.47	2
1386.19	137.9	117.404	180	180	157.863	174.605	2
1377.11	123.421	157.154	179.972	180	133.54	148.879	2
1390.87	110.131	164.926	180	180	161.354	156.003	2
1400.35	172.135	145.401	180	180	156.335	151.49	2
1403.4	172.919	152.096	180	180	150.786	147.595	2
1384.62	172.061	162.56	180	180	166.951	164.689	2
1374.67	136.129	166.91	180	180	125.465	138.741	2
1374.68	141.496	140.7	180	180	119.772	137.734	2
1390.57	134.971	134.142	180	180	124.854	144.223	2
1360.02	119.872	141.55	179.972	179.972	126.426	148.778	2
1328.8	120.576	146.861	180	180	121.323	143.53	2
1342.86	129.683	152.592	180	180	120.43	138.888	2
1334.84	122.412	151.894	179.972	180	141.961	146.087	2
1313.94	129.865	153.709	179.972	180	139.646	143.943	2
1293.38	115.292	136.573	180	180	124.804	151.601	2
1344.37	125.982	134.924	179.972	180	123.313	148.059	2
1332.97	138.597	140.189	180	180	123.608	141.495	2
1348.5	124.014	129.469	180	180	129.121	154.179	2
1316.68	118.949	146.156	180	180	126.186	148.159	2
1347.81	138.92	153.707	180	180	122.444	138.563	2
1341.34	130.375	157.888	180	180	140.182	151.451	2
1346.21	171.916	164.948	180	180	141.116	139.807	2
1313.47	121.4	127.197	180	180	140.566	165.64	2
1247.76	107.013	122.378	180	180	155.675	170.725	2
1319.9	149.835	152.953	179.98	180	166.119	175.099	2
1303.62	115.188	122.576	179.98	180	161.611	166.724	2
1283.3	116.518	121.677	179.98	179.98	160.313	172.203	2
1258.02	119.294	123.439	179.98	179.98	168.283	157.546	2
1285.71	139.697	161.273	179.98	179.98	132.502	144.961	2
1265.16	138.238	152.392	180	180	122.461	139.251	2
1241.64	137.22	159.497	179.98	179.98	124.165	139.491	2
1261.78	150.351	162.236	180	180	123.704	134.493	2
1261.35	150.045	164.796	180	180	124.477	134.2	2
1247.59	155.024	155.407	180	179.98	134.35	136.724	2
1223.69	135.981	156.258	179.98	180	136.078	146.361	2
1214.28	130.966	166.532	180	180	126.862	139.479	2
1190.91	127.713	148.334	180	179.98	118.806	140.198	2
1183.14	128.707	147.905	180	180	121.42	141.807	2
1167.38	128.587	142.164	179.972	179.972	122.566	144.2	2
1164.7	131.13	152.503	180	180	123.741	141.59	2
1122.15	130.805	153.546	180	180	121.952	140.22	2
1142.42	128.543	142.589	179.98	179.98	120.572	143.19	2
1132.9	128.71	146.517	180	180	120.401	141.87	2
1025.16	126.645	128.284	180	180	121.893	147.465	2
1573.83	105.646	131.072	180	180	130.766	118.203	2
1096.69	170.992	173.986	179.98	179.98	128.836	129.788	2
1045.15	140.637	154.532	180	180	153.551	148.468	2
1352.32	83.1385	95.3118	179.98	179.98	157.632	142.681	2
1431.36	109.857	110.785	180	179.98	159.557	152.282	2
1393.84	132.351	132.502	180	180	147.667	137.372	2
1401.79	112.892	112.221	180	180	139.408	122.565	2
1442.94	83.6097	83.8807	180	180	151.388	134.675	2
1365.1	91.5781	98.8519	180	180	144.212	127.021	2
1362.63	99.4276	105.586	179.972	179.972	141.414	121.97	2
1333.66	102.394	107.91	179.972	179.972	137.196	118.056	2
1300.19	105.138	107.285	180	180	133.301	116.29	2
1308.95	105.229	107.165	180	180	131.924	113.553	2
1488.5	58.7256	61.8528	180	180	155.793	130.25	2
1503.03	60.5929	61.734	180	180	161.725	137.975	2
1180.87	145.301	170.262	180	179.98	135.131	131.568	2
1149.55	139.134	146.094	180	180	144.193	138.305	2
1128.34	175.073	171.266	180	180	147.531	146.199	2
1127.92	128.442	131.546	180	180	148.34	141.61	2
1089.54	131.103	134.157	179.98	179.98	148.466	141.495	2
1491.77	111.739	112.749	180	180	144.355	126.34	2
1417.99	83.6991	87.4297	180	180	149.874	132.251	2
1414.14	84.4694	88.2043	179.98	179.98	149.622	131.893	2
1411.52	86.4193	90.0941	180	180	149.316	131.594	2
1406.14	91.4919	95.1868	180	180	148.795	132.209	2
1408.28	95.1221	98.489	180	179.98	147.143	130.352	2
1411.29	95.2739	98.8154	179.98	179.98	146.877	129.502	2
1425.15	96.7299	101.595	180	180	146.412	128.695	2
1444.43	76.4577	80.4273	180	180	150.175	129.59	2
1546.26	63.9624	65.2894	180	180	171.105	150.731	2
1483	133.312	132.292	179.98	179.98	150.916	136.631	2
1551.84	73.213	77.2775	180	180	147.924	126.292	2
1624.59	122.779	130.526	179.98	180	147.069	136.509	2
1580.92	115.532	129.775	180	180	156.35	144.462	2
1597.28	130.846	146.027	179.98	179.98	156.192	148.265	2
1531.08	92.9125	96.6406	179.98	179.98	162.44	143.399	2
1528.68	98.4054	100.882	180	180	143.385	114.887	2
1525.52	143.275	142.595	180	180	124.982	115.466	2
1513.26	117.2	115.87	180	180	143.218	133.964	2
1529.92	92.7992	108.354	180	180	160.329	157.274	2
1604.19	141.478	136.034	180	180	152.905	144.76	2
1520.79	116.131	114.878	180	180	138.392	125.545	2
1530.46	101.2	102.619	180	180	138.731	120.819	2
1547.27	84.6462	88.9419	179.98	179.98	144.895	127.241	2
1551.88	74.1936	78.8404	180	180	148.235	128.871	2
1554.37	72.1114	77.8773	180	180	148.323	130.687	2
1552.41	70.9931	76.8847	179.98	179.98	149.18	131.809	2
1552.15	67.6303	75.2572	180	180	151.34	137.019	2
1592.57	155.011	160.258	180	180	111.678	103.547	2
1530.04	144.725	144.991	180	180	107.722	96.5708	2
1485.36	111.202	114.389	179.98	179.98	163.572	150.657	2
1501.88	121.627	125.919	179.98	179.98	160.908	149.988	2
1532.92	146.336	154.296	179.98	179.98	136.383	125.864	2
1510.78	150.385	152.092	180	179.98	114.68	107.993	2
1474.29	143.32	141.003	180	180	120.994	114.256	2
1479.59	150.338	148.874	180	180	118.527	114.363	2
1479.83	127.851	130.066	180	180	122.9	105.209	2
1476.27	103.414	105.959	180	180	145.564	124.03	2
1463.38	101.353	104.56	180	180	153.635	137.823	2
1465.33	103.709	108.367	180	180	160.169	151.058	2
1487.08	108.712	116.429	180	180	162.221	154.678	2
1541.97	112.674	126.1	180	180	158.792	149.307	2
1618.11	78.5639	105.728	180	180	167.289	143.38	2
1278.05	105.654	90.1534	180	180	165.95	153.171	2
1359.51	87.5487	111.448	180	179.972	175.593	167.779	2
1369.65	139.599	116.211	180	180	170.857	171.72	2
1646.6	133.296	89.6478	180	180	145.186	134.09	2
1637.66	78.9915	87.7241	179.98	179.98	164.019	140.639	2
1660.62	88.0412	97.1822	180	180	155.75	131.308	2
1628.91	138.789	107.755	180	179.98	142.091	133.946	2
1678.13	138.852	97.8077	180	180	145.756	137.506	2
1386.81	156.877	154.278	179.972	180	145.667	150.465	2
1496.33	153.926	128.829	179.98	180	141.111	132.257	2
1492.87	155.179	132.616	180	179.98	139.271	134.37	2
1455.79	133.459	115.82	180	180	141.061	136.605	2
1440.12	134.705	127.637	179.98	180	139.478	138.54	2
1426.9	130.492	135.358	180	180	138.979	141.02	2
1426.91	131.207	127.539	179.98	179.98	138.915	137.828	2
1418.61	125.251	130.791	180	179.966	139.138	140.485	2
1449.66	138.095	123.37	180	180	139.26	137.588	2
1435.31	135.735	126.319	180	180	139.782	128.858	2
1452.99	138.058	120.782	180	180	139.618	137.817	2
1469.39	149.402	129.176	179.98	179.98	140.034	135.159	2
1440.67	125.483	127.452	180	180	141.185	140.991	2
1461.15	137.452	125.839	180	180	141.355	140.008	2
1442.37	134.489	124.557	180	180	140.891	129.529	2
1456.72	139.169	126.78	180	180	141.596	136.595	2
1431.58	122.135	130.205	180	179.98	141.31	140.728	2
1425.58	123.137	127.427	180	180	141.383	141.264	2
1465.85	143.226	125.379	179.98	180	142.941	136.285	2
1435.47	123.757	129.832	180	179.98	142.978	143.197	2
1467.43	146.434	121.729	180	180	142.847	133.735	2
1475.34	148.291	119.701	180	180	143.047	136.576	2
1472.92	134.828	124.425	179.98	180	143.901	142.302	2
1503.61	148.249	124.336	179.98	179.98	144.665	137.372	2
1521.58	142.204	111.459	179.98	180	146.071	141.777	2
1523	140.598	130.328	180	179.98	146.25	144.875	2
1474.97	151.118	133.501	180	180	141.934	139.79	2
1465.77	150.752	129.435	180	180	141.243	134.479	2
1422.84	120.697	124.545	179.98	179.98	142.607	144.258	2
1447.46	123.797	102.022	179.98	180	146.45	144.26	2
1438.7	106.397	123.09	180	180	146.732	149.453	2
1450.04	133.396	104.077	180	180	146.726	137.319	2
1411.81	109.79	109.571	180	180	149.254	148.648	2
1449.65	126.871	111.127	180	180	150.687	147.641	2
1426.1	120.782	107.852	180	180	151.151	147.021	2
1408.04	105.944	101.273	179.98	179.98	157.765	155.611	2
1432.23	119.671	117.904	180	180	158.566	156.184	2
1504.24	112.958	86.2537	180	180	152.284	139.783	2
1363.43	106.029	88.3832	180	180	153.254	148.78	2
1377.41	115.328	94.8166	180	180	156.28	150.234	2
1340.44	84.7782	88.1367	180	180	157.881	150.408	2
1408.4	122.002	102.854	180	180	148.645	137.826	2
1525.72	159.2	145.343	180	180	142.852	139.053	2
1418.15	137.144	106.428	179.98	179.98	135.34	140.377	2
1433.78	144.743	123.242	179.98	179.98	138.1	137.753	2
1447.49	152.595	129.719	179.98	179.98	138.334	142.592	2
1377.36	146.56	154.389	179.98	179.98	134.752	139.772	2
1361.6	162.802	165.414	180	180	127.748	125.545	2
1402.11	126.928	150.351	179.98	179.98	130.314	136.64	2
1437.09	92.8569	131.139	179.98	179.98	151.987	158.157	2
1474.61	58.0061	72.6601	179.972	179.972	160.45	141.205	2
1530.32	78.2692	87.127	180	180	168.807	159.525	2
1483.3	60.9978	50.2633	180	180	171.789	161.438	2
1492.93	106.535	103.934	180	180	146.925	150.022	2
1555.6	150.73	109.122	180	180	142.511	133.691	2
1498.38	95.3481	96.742	180	180	163.503	160.709	2
1425.99	77.7395	78.3486	180	180	166.1	147.578	2
1314.9	69.8043	67.8416	180	180	166.201	142.456	2
1450.66	137.806	88.2482	179.972	179.972	154.126	151.989	2
1190.66	133.386	98.0429	180	180	149.583	136.118	2
1357.38	94.1699	85.3287	180	180	165.036	144.321	2
1465.52	75.9831	68.1358	180	179.98	159.133	143.3	2
977.441	151.852	152.573	180	179.98	132.514	145.485	2
966.564	165.74	166.883	180	180	140.278	146.814	2
918.277	154.103	154.69	180	180	134.208	146.018	2
1555.8	114.004	83.1886	180	180	159.705	150.713	2
1530.03	120.043	113.316	179.98	179.98	143.05	131.028	2
1547.21	117.312	123.262	179.98	179.98	141.511	129.522	2
1539.69	123.523	106.024	180	180	144.773	130.96	2
1542.89	116.515	115.406	180	180	148.077	130.81	2
1483.23	102.837	101.413	180	180	154.301	138.029	2
1497.57	107.125	101.629	180	180	154.888	132.857	2
1469.65	108.003	102.129	180	180	152.916	129.897	2
1455.6	106.356	97.0029	180	180	156.546	136.262	2
1431.96	106.212	99.7778	179.98	179.98	156.773	134.776	2
1436.14	108.884	100.591	180	180	154.134	132.95	2
1453.09	108.789	103.235	180	180	153.895	131.409	2
1471.36	108.367	99.2112	180	180	152.593	130.347	2
1487.94	107.177	103.387	180	180	152.655	129.124	2
1494.1	106.064	102.035	179.98	179.98	153.32	132.728	2
1501.93	108.037	113.715	179.98	179.98	152.659	132.782	2
1465.8	106.529	100.966	180	180	152.893	128.906	2
1461.94	106.402	100.717	180	180	153.619	129.385	2
1464.23	105.181	100.046	180	180	155.536	131.553	2
1449.63	108.79	102.817	180	180	151.436	128.056	2
598.955	70.7202	70.7202	179.98	179.98	171.159	87.492	2
1538.8	109.516	108.949	179.98	179.98	171.378	155.693	2
1520.13	108.462	100.123	180	180	144.022	121.096	2
1457.68	102.067	96.3585	180	179.98	144.734	119.469	2
1549.97	96.0978	64.4453	180	180	159.043	158.063	2
1534.84	120.848	101.066	180	180	145.429	134.038	2
1469.46	115.876	98.6009	180	180	143.937	131.59	2
1390.05	120.491	95.9013	180	180	143.63	130.353	2
1330.61	110.493	90.2557	180	180	145.91	130.707	2
1316.72	101.777	76.5801	179.972	179.972	147.605	131.533	2
1332.63	107.402	95.6615	179.972	179.972	156.89	149.712	2
1369.79	147.368	119.398	180	179.972	141.975	131.926	2
1359.64	119.896	91.2624	180	180	140.027	125.288	2
557.602	70.9489	70.9489	179.972	179.972	165.49	92.8935	2
1490.55	112.653	103.242	179.98	179.98	159.009	141.907	2
1447.69	113.351	108.445	179.98	180	148.44	129.286	2
1381.62	85.6413	85.4814	180	179.98	153.885	156.406	2
1370.07	90.182	90.0395	180	180	152.358	159.466	2
1361.62	98.8478	81.1141	180	179.966	154.35	137.468	2
1366.94	123.098	100.219	180	180	151.892	137.68	2
1004.57	134.641	118.373	180	179.966	165.896	153.166	2
1476.49	89.4447	75.7957	180	180	146.68	131.478	2
1328.75	150.61	110.755	180	180	137.928	127.732	2
1425.72	93.6823	76.3885	180	180	150.798	136.156	2
1512.59	113.939	103.967	179.98	179.98	139.974	121.359	2
1541.65	102.947	93.5291	180	180	156.603	137.908	2
1561.27	112.797	102.839	180	180	143.444	126.05	2
